,Open,High,Low,Close,Volume,EMA,Bollinger_Upper,Bollinger_Lower,Close_Lag1,Close_Lag2,Close_Lag3,Close_Lag4,Close_Lag5,Close_Lag6,Close_Lag7,Close_Lag8,Close_Lag9,Close_Lag10,Close_Lag11,Close_Lag12,Close_Lag13,Close_Lag14,Close_Lag15,Close_Lag16,Close_Lag17,Close_Lag18,Close_Lag19,Trend,Stock_name
2022-10-12,225.4,227.86,223.96,225.75,21903937,234.83826601850842,249.98156378944572,214.4144362105542,225.41,229.25,234.24,246.79,249.2,248.88,240.74,232.9,237.5,241.07,236.41,237.45,237.92,240.98,238.95,242.45,244.52,244.74,245.38,237.2408,MSFT
2022-10-11,227.62,229.06,224.11,225.41,30473954,233.94033592150763,250.01104546807338,214.03895453192663,229.25,234.24,246.79,249.2,248.88,240.74,232.9,237.5,241.07,236.41,237.45,237.92,240.98,238.95,242.45,244.52,244.74,245.38,252.22,237.32279999999997,MSFT
2022-10-10,233.05,234.559,226.73,229.25,29743608,233.49363726231644,250.02342938008323,214.16457061991676,234.24,246.79,249.2,248.88,240.74,232.9,237.5,241.07,236.41,237.45,237.92,240.98,238.95,242.45,244.52,244.74,245.38,252.22,251.99,237.89199999999997,MSFT
2022-10-07,240.902,241.32,233.17,234.24,37769602,233.56471942781013,249.95784327545852,215.51515672454155,246.79,249.2,248.88,240.74,232.9,237.5,241.07,236.41,237.45,237.92,240.98,238.95,242.45,244.52,244.74,245.38,252.22,251.99,266.65,238.19719999999998,MSFT
2022-10-06,247.93,250.34,246.08,246.79,20239886,234.82426995849488,250.3341128478994,218.39288715210063,249.2,248.88,240.74,232.9,237.5,241.07,236.41,237.45,237.92,240.98,238.95,242.45,244.52,244.74,245.38,252.22,251.99,266.65,264.46,237.86879999999996,MSFT
2022-10-05,245.99,250.58,244.1,249.2,20347136,236.19338710530488,251.6190399974548,220.0179600025452,248.88,240.74,232.9,237.5,241.07,236.41,237.45,237.92,240.98,238.95,242.45,244.52,244.74,245.38,252.22,251.99,266.65,264.46,258.52,237.75959999999998,MSFT
2022-10-04,245.09,250.36,244.975,248.88,34888416,237.4016359524187,253.2473817198028,220.46061828019717,240.74,232.9,237.5,241.07,236.41,237.45,237.92,240.98,238.95,242.45,244.52,244.74,245.38,252.22,251.99,266.65,264.46,258.52,258.09,237.8644,MSFT
2022-10-03,235.41,241.61,234.66,240.74,28880357,237.7195753855217,253.6076014532554,220.96139854674456,232.9,237.5,241.07,236.41,237.45,237.92,240.98,238.95,242.45,244.52,244.74,245.38,252.22,251.99,266.65,264.46,258.52,258.09,253.25,238.2336,MSFT
2022-09-30,238.29,240.54,232.73,232.9,35694832,237.2605682059482,253.56696742516868,220.70503257483136,237.5,241.07,236.41,237.45,237.92,240.98,238.95,242.45,244.52,244.74,245.38,252.22,251.99,266.65,264.46,258.52,258.09,253.25,256.06,238.86319999999998,MSFT
2022-09-29,238.89,239.95,234.41,237.5,27484233,237.28337123395315,253.3604013746335,221.98659862536653,241.07,236.41,237.45,237.92,240.98,238.95,242.45,244.52,244.74,245.38,252.22,251.99,266.65,264.46,258.52,258.09,253.25,256.06,260.4,239.40279999999998,MSFT
